State,	County,	BA Climate Zone,	IECC Climate Zone,	IECC Moisture Regime
TN,	Hardin,	Mixed-Humid,	3,	A
TN,	Hawkins,	Mixed-Humid,	4,	A
TN,	Haywood,	Mixed-Humid,	3,	A
TN,	Henderson,	Mixed-Humid,	3,	A
TN,	Henry,	Mixed-Humid,	4,	A
TN,	Hickman,	Mixed-Humid,	4,	A
TN,	Houston,	Mixed-Humid,	4,	A
TN,	Humphreys,	Mixed-Humid,	4,	A
TN,	Jackson,	Mixed-Humid,	4,	A
TN,	Jefferson,	Mixed-Humid,	4,	A
TN,	Johnson,	Mixed-Humid,	4,	A
TN,	Knox,	Mixed-Humid,	4,	A
TN,	Lake,	Mixed-Humid,	3,	A
TN,	Lauderdale,	Mixed-Humid,	3,	A
TN,	Lawrence,	Mixed-Humid,	4,	A
TN,	Lewis,	Mixed-Humid,	4,	A
TN,	Lincoln,	Mixed-Humid,	4,	A
TN,	Loudon,	Mixed-Humid,	4,	A
TN,	Macon,	Mixed-Humid,	4,	A
TN,	Madison,	Mixed-Humid,	3,	A
TN,	Marion,	Mixed-Humid,	4,	A
TN,	Marshall,	Mixed-Humid,	4,	A
TN,	Maury,	Mixed-Humid,	4,	A
TN,	McMinn,	Mixed-Humid,	4,	A
TN,	McNairy,	Mixed-Humid,	3,	A
TN,	Meigs,	Mixed-Humid,	4,	A
TN,	Monroe,	Mixed-Humid,	4,	A
TN,	Montgomery,	Mixed-Humid,	4,	A
TN,	Moore,	Mixed-Humid,	4,	A
TN,	Morgan,	Mixed-Humid,	4,	A
TN,	Obion,	Mixed-Humid,	4,	A
TN,	Overton,	Mixed-Humid,	4,	A
TN,	Perry,	Mixed-Humid,	4,	A
TN,	Pickett,	Mixed-Humid,	4,	A
TN,	Polk,	Mixed-Humid,	4,	A
TN,	Putnam,	Mixed-Humid,	4,	A
TN,	Rhea,	Mixed-Humid,	4,	A
TN,	Roane,	Mixed-Humid,	4,	A
TN,	Robertson,	Mixed-Humid,	4,	A
TN,	Rutherford,	Mixed-Humid,	4,	A
TN,	Scott,	Mixed-Humid,	4,	A
TN,	Sequatchie,	Mixed-Humid,	4,	A
TN,	Sevier,	Mixed-Humid,	4,	A
TN,	Shelby,	Mixed-Humid,	3,	A
TN,	Smith,	Mixed-Humid,	4,	A
TN,	Stewart,	Mixed-Humid,	4,	A
TN,	Sullivan,	Mixed-Humid,	4,	A
TN,	Sumner,	Mixed-Humid,	4,	A
TN,	Tipton,	Mixed-Humid,	3,	A
TN,	Trousdale,	Mixed-Humid,	4,	A
TN,	Unicoi,	Mixed-Humid,	4,	A
TN,	Union,	Mixed-Humid,	4,	A
TN,	Van Buren,	Mixed-Humid,	4,	A
TN,	Warren,	Mixed-Humid,	4,	A
TN,	Washington,	Mixed-Humid,	4,	A
TN,	Wayne,	Mixed-Humid,	4,	A
TN,	Weakley,	Mixed-Humid,	4,	A
TN,	White,	Mixed-Humid,	4,	A
TN,	Williamson,	Mixed-Humid,	4,	A
TN,	Wilson,	Mixed-Humid,	4,	A
TX,	Anderson,	Hot-Humid,	2,	A
TX,	Andrews,	Hot-Dry,	3,	B
TX,	Angelina,	Hot-Humid,	2,	A
TX,	Aransas,	Hot-Humid,	2,	A
TX,	Archer,	Mixed-Humid,	3,	A
TX,	Armstrong,	Mixed-Dry,	4,	B
TX,	Atascosa,	Hot-Humid,	2,	A
TX,	Austin,	Hot-Humid,	2,	A
TX,	Bailey,	Mixed-Dry,	4,	B
TX,	Bandera,	Hot-Humid,	2,	B
TX,	Bastrop,	Hot-Humid,	2,	A
TX,	Baylor,	Hot-Dry,	3,	B
TX,	Bee,	Hot-Humid,	2,	A
TX,	Bell,	Hot-Humid,	2,	A
TX,	Bexar,	Hot-Humid,	2,	A
TX,	Blanco,	Hot-Humid,	3,	A
TX,	Borden,	Hot-Dry,	3,	B
TX,	Bosque,	Hot-Humid,	2,	A
TX,	Bowie,	Hot-Humid,	3,	A
TX,	Brazoria,	Hot-Humid,	2,	A
TX,	Brazos,	Hot-Humid,	2,	A
TX,	Brewster,	Hot-Dry,	3,	B
TX,	Briscoe,	Mixed-Dry,	4,	B
TX,	Brooks,	Hot-Humid,	2,	A
TX,	Brown,	Hot-Humid,	3,	A
TX,	Burleson,	Hot-Humid,	2,	A
TX,	Burnet,	Hot-Humid,	3,	A
TX,	Caldwell,	Hot-Humid,	2,	A
TX,	Calhoun,	Hot-Humid,	2,	A
TX,	Callahan,	Hot-Dry,	3,	B
TX,	Cameron,	Hot-Humid,	2,	A
TX,	Camp,	Hot-Humid,	3,	A
TX,	Carson,	Mixed-Dry,	4,	B
TX,	Cass,	Hot-Humid,	3,	A
TX,	Castro,	Mixed-Dry,	4,	B
TX,	Chambers,	Hot-Humid,	2,	A
TX,	Cherokee,	Hot-Humid,	2,	A
TX,	Childress,	Hot-Dry,	3,	B
TX,	Clay,	Mixed-Humid,	3,	A
TX,	Cochran,	Mixed-Dry,	4,	B
TX,	Coke,	Hot-Dry,	3,	B
TX,	Coleman,	Hot-Dry,	3,	B
TX,	Collin,	Hot-Humid,	3,	A
TX,	Collingsworth,	Hot-Dry,	3,	B
TX,	Colorado,	Hot-Humid,	2,	A
TX,	Comal,	Hot-Humid,	2,	A
TX,	Comanche,	Hot-Humid,	3,	A
TX,	Concho,	Hot-Dry,	3,	B
TX,	Cooke,	Mixed-Humid,	3,	A
TX,	Coryell,	Hot-Humid,	2,	A
TX,	Cottle,	Hot-Dry,	3,	B
TX,	Crane,	Hot-Dry,	3,	B
TX,	Crockett,	Hot-Dry,	3,	B
TX,	Crosby,	Hot-Dry,	3,	B
TX,	Culberson,	Hot-Dry,	3,	B
TX,	Dallam,	Mixed-Dry,	4,	B
TX,	Dallas,	Hot-Humid,	3,	A
TX,	Dawson,	Hot-Dry,	3,	B
TX,	Deaf Smith,	Mixed-Dry,	4,	B
TX,	Delta,	Hot-Humid,	3,	A
TX,	Denton,	Hot-Humid,	3,	A
TX,	DeWitt,	Hot-Humid,	2,	A
TX,	Dickens,	Hot-Dry,	3,	B
TX,	Dimmit,	Hot-Humid,	2,	B
TX,	Donley,	Mixed-Dry,	4,	B
TX,	Duval,	Hot-Humid,	2,	A
TX,	Eastland,	Mixed-Humid,	3,	A
TX,	Ector,	Hot-Dry,	3,	B
TX,	Edwards,	Hot-Humid,	2,	B
TX,	El Paso,	Hot-Dry,	3,	B
TX,	Ellis,	Hot-Humid,	3,	A
TX,	Erath,	Hot-Humid,	3,	A
TX,	Falls,	Hot-Humid,	2,	A
TX,	Fannin,	Mixed-Humid,	3,	A
TX,	Fayette,	Hot-Humid,	2,	A
TX,	Fisher,	Hot-Dry,	3,	B
TX,	Floyd,	Mixed-Dry,	4,	B
TX,	Foard,	Hot-Dry,	3,	B
TX,	Fort Bend,	Hot-Humid,	2,	A
TX,	Franklin,	Hot-Humid,	3,	A
TX,	Freestone,	Hot-Humid,	2,	A
TX,	Frio,	Hot-Humid,	2,	B
TX,	Gaines,	Hot-Dry,	3,	B
TX,	Galveston,	Hot-Humid,	2,	A
TX,	Garza,	Hot-Dry,	3,	B
TX,	Gillespie,	Hot-Humid,	3,	A
TX,	Glasscock,	Hot-Dry,	3,	B
TX,	Goliad,	Hot-Humid,	2,	A
TX,	Gonzales,	Hot-Humid,	2,	A
TX,	Gray,	Mixed-Dry,	4,	B
TX,	Grayson,	Mixed-Humid,	3,	A
TX,	Gregg,	Hot-Humid,	3,	A
TX,	Grimes,	Hot-Humid,	2,	A
TX,	Guadalupe,	Hot-Humid,	2,	A
TX,	Hale,	Mixed-Dry,	4,	B
TX,	Hall,	Hot-Dry,	3,	B
TX,	Hamilton,	Hot-Humid,	3,	A
TX,	Hansford,	Mixed-Dry,	4,	B
TX,	Hardeman,	Hot-Dry,	3,	B
TX,	Hardin,	Hot-Humid,	2,	A
TX,	Harris,	Hot-Humid,	2,	A
TX,	Harrison,	Hot-Humid,	3,	A
TX,	Hartley,	Mixed-Dry,	4,	B
TX,	Haskell,	Hot-Dry,	3,	B
TX,	Hays,	Hot-Humid,	2,	A
TX,	Hemphill,	Hot-Dry,	3,	B
TX,	Henderson,	Hot-Humid,	3,	A
TX,	Hidalgo,	Hot-Humid,	2,	A
TX,	Hill,	Hot-Humid,	2,	A
TX,	Hockley,	Mixed-Dry,	4,	B
TX,	Hood,	Hot-Humid,	3,	A
TX,	Hopkins,	Hot-Humid,	3,	A
TX,	Houston,	Hot-Humid,	2,	A
TX,	Howard,	Hot-Dry,	3,	B
TX,	Hudspeth,	Hot-Dry,	3,	B
TX,	Hunt,	Hot-Humid,	3,	A
TX,	Hutchinson,	Mixed-Dry,	4,	B
TX,	Irion,	Hot-Dry,	3,	B
TX,	Jack,	Mixed-Humid,	3,	A
TX,	Jackson,	Hot-Humid,	2,	A
TX,	Jasper,	Hot-Humid,	2,	A
TX,	Jeff Davis,	Hot-Dry,	3,	B
TX,	Jefferson,	Hot-Humid,	2,	A
TX,	Jim Hogg,	Hot-Humid,	2,	A
TX,	Jim Wells,	Hot-Humid,	2,	A
TX,	Johnson,	Hot-Humid,	3,	A
TX,	Jones,	Hot-Dry,	3,	B
TX,	Karnes,	Hot-Humid,	2,	A
TX,	Kaufman,	Hot-Humid,	3,	A
TX,	Kendall,	Hot-Humid,	3,	A
TX,	Kenedy,	Hot-Humid,	2,	A
TX,	Kent,	Hot-Dry,	3,	B
TX,	Kerr,	Hot-Dry,	3,	B
TX,	Kimble,	Hot-Dry,	3,	B
TX,	King,	Hot-Dry,	3,	B
TX,	Kinney,	Hot-Humid,	2,	B
TX,	Kleberg,	Hot-Humid,	2,	A
TX,	Knox,	Hot-Dry,	3,	B
TX,	La Salle,	Hot-Humid,	2,	B
TX,	Lamar,	Hot-Humid,	3,	A
TX,	Lamb,	Mixed-Dry,	4,	B
TX,	Lampasas,	Hot-Humid,	3,	A
TX,	Lavaca,	Hot-Humid,	2,	A
TX,	Lee,	Hot-Humid,	2,	A
TX,	Leon,	Hot-Humid,	2,	A
TX,	Liberty,	Hot-Humid,	2,	A
TX,	Limestone,	Hot-Humid,	2,	A
TX,	Lipscomb,	Mixed-Dry,	4,	B
TX,	Live Oak,	Hot-Humid,	2,	A
TX,	Llano,	Hot-Humid,	3,	A
TX,	Loving,	Hot-Dry,	3,	B
TX,	Lubbock,	Hot-Dry,	3,	B
TX,	Lynn,	Hot-Dry,	3,	B
TX,	Madison,	Hot-Humid,	2,	A
TX,	Marion,	Hot-Humid,	3,	A
TX,	Martin,	Hot-Dry,	3,	B
TX,	Mason,	Hot-Dry,	3,	B
TX,	Matagorda,	Hot-Humid,	2,	A
TX,	Maverick,	Hot-Humid,	2,	B
TX,	McCulloch,	Hot-Dry,	3,	B
TX,	McLennan,	Hot-Humid,	2,	A
TX,	McMullen,	Hot-Humid,	2,	A
TX,	Medina,	Hot-Humid,	2,	B
TX,	Menard,	Hot-Dry,	3,	B
TX,	Midland,	Hot-Dry,	3,	B
TX,	Milam,	Hot-Humid,	2,	A
TX,	Mills,	Hot-Humid,	3,	A
TX,	Mitchell,	Hot-Dry,	3,	B
TX,	Montague,	Mixed-Humid,	3,	A
TX,	Montgomery,	Hot-Humid,	2,	A
TX,	Moore,	Mixed-Dry,	4,	B
TX,	Morris,	Hot-Humid,	3,	A
TX,	Motley,	Hot-Dry,	3,	B
TX,	Nacogdoches,	Hot-Humid,	3,	A
TX,	Navarro,	Hot-Humid,	3,	A
TX,	Newton,	Hot-Humid,	2,	A
TX,	Nolan,	Hot-Dry,	3,	B
TX,	Nueces,	Hot-Humid,	2,	A
TX,	Ochiltree,	Mixed-Dry,	4,	B
TX,	Oldham,	Mixed-Dry,	4,	B
TX,	Orange,	Hot-Humid,	2,	A
TX,	Palo Pinto,	Mixed-Humid,	3,	A
TX,	Panola,	Hot-Humid,	3,	A
TX,	Parker,	Hot-Humid,	3,	A
TX,	Parmer,	Mixed-Dry,	4,	B
TX,	Pecos,	Hot-Dry,	3,	B
TX,	Polk,	Hot-Humid,	2,	A
TX,	Potter,	Mixed-Dry,	4,	B
TX,	Presidio,	Hot-Dry,	3,	B
TX,	Rains,	Hot-Humid,	3,	A
TX,	Randall,	Mixed-Dry,	4,	B
TX,	Reagan,	Hot-Dry,	3,	B
TX,	Real,	Hot-Humid,	2,	B
TX,	Red River,	Hot-Humid,	3,	A
TX,	Reeves,	Hot-Dry,	3,	B
TX,	Refugio,	Hot-Humid,	2,	A
TX,	Roberts,	Mixed-Dry,	4,	B
TX,	Robertson,	Hot-Humid,	2,	A
TX,	Rockwall,	Hot-Humid,	3,	A
TX,	Runnels,	Hot-Dry,	3,	B
TX,	Rusk,	Hot-Humid,	3,	A
TX,	Sabine,	Hot-Humid,	3,	A
TX,	San Augustine,	Hot-Humid,	3,	A
TX,	San Jacinto,	Hot-Humid,	2,	A
TX,	San Patricio,	Hot-Humid,	2,	A
TX,	San Saba,	Hot-Humid,	3,	A
TX,	Schleicher,	Hot-Dry,	3,	B
TX,	Scurry,	Hot-Dry,	3,	B
TX,	Shackelford,	Hot-Dry,	3,	B
TX,	Shelby,	Hot-Humid,	3,	A
TX,	Sherman,	Mixed-Dry,	4,	B
TX,	Smith,	Hot-Humid,	3,	A
TX,	Somervell,	Hot-Humid,	3,	A
TX,	Starr,	Hot-Humid,	2,	A
TX,	Stephens,	Mixed-Humid,	3,	A
TX,	Sterling,	Hot-Dry,	3,	B
TX,	Stonewall,	Hot-Dry,	3,	B
TX,	Sutton,	Hot-Dry,	3,	B
TX,	Swisher,	Mixed-Dry,	4,	B
TX,	Tarrant,	Hot-Humid,	3,	A
TX,	Taylor,	Hot-Dry,	3,	B
TX,	Terrell,	Hot-Dry,	3,	B
TX,	Terry,	Hot-Dry,	3,	B
TX,	Throckmorton,	Hot-Dry,	3,	B
TX,	Titus,	Hot-Humid,	3,	A
TX,	Tom Green,	Hot-Dry,	3,	B
TX,	Travis,	Hot-Humid,	2,	A
TX,	Trinity,	Hot-Humid,	2,	A
TX,	Tyler,	Hot-Humid,	2,	A
TX,	Upshur,	Hot-Humid,	3,	A
TX,	Upton,	Hot-Dry,	3,	B
TX,	Uvalde,	Hot-Humid,	2,	B
TX,	Val Verde,	Hot-Humid,	2,	B
TX,	Van Zandt,	Hot-Humid,	3,	A
TX,	Victoria,	Hot-Humid,	2,	A
TX,	Walker,	Hot-Humid,	2,	A
TX,	Waller,	Hot-Humid,	2,	A
TX,	Ward,	Hot-Dry,	3,	B
TX,	Washington,	Hot-Humid,	2,	A
TX,	Webb,	Hot-Humid,	2,	B
TX,	Wharton,	Hot-Humid,	2,	A
TX,	Wheeler,	Hot-Dry,	3,	B
TX,	Wichita,	Mixed-Humid,	3,	A
TX,	Wilbarger,	Hot-Dry,	3,	B
TX,	Willacy,	Hot-Humid,	2,	A
TX,	Williamson,	Hot-Humid,	2,	A
TX,	Wilson,	Hot-Humid,	2,	A
TX,	Winkler,	Hot-Dry,	3,	B
TX,	Wise,	Mixed-Humid,	3,	A
TX,	Wood,	Hot-Humid,	3,	A
TX,	Yoakum,	Mixed-Dry,	4,	B
TX,	Young,	Mixed-Humid,	3,	A
TX,	Zapata,	Hot-Humid,	2,	B
TX,	Zavala,	Hot-Humid,	2,	B
UT,	Beaver,	Cold,	5,	B
UT,	Box Elder,	Cold,	6,	B
UT,	Cache,	Cold,	6,	B
UT,	Carbon,	Cold,	6,	B
UT,	Daggett,	Cold,	6,	B
UT,	Davis,	Cold,	5,	B
UT,	Duchesne,	Cold,	6,	B
UT,	Emery,	Cold,	5,	B
UT,	Garfield,	Cold,	5,	B
UT,	Grand,	Cold,	5,	B
UT,	Iron,	Cold,	5,	B
UT,	Juab,	Cold,	5,	B
UT,	Kane,	Cold,	5,	B
UT,	Millard,	Cold,	5,	B
UT,	Morgan,	Cold,	6,	B
UT,	Piute,	Cold,	5,	B
UT,	Rich,	Cold,	6,	B
UT,	Salt Lake,	Cold,	5,	B
UT,	San Juan,	Cold,	5,	B
UT,	Sanpete,	Cold,	5,	B
UT,	Sevier,	Cold,	5,	B
UT,	Summit,	Cold,	6,	B
UT,	Tooele,	Cold,	5,	B
UT,	Uintah,	Cold,	6,	B
UT,	Utah,	Cold,	5,	B
UT,	Wasatch,	Cold,	6,	B
UT,	Washington,	Hot-Dry,	3,	B
UT,	Wayne,	Cold,	5,	B
UT,	Weber,	Cold,	5,	B
VT,	Addison,	Cold,	6,	A
VT,	Bennington,	Cold,	6,	A
VT,	Caledonia,	Cold,	6,	A
VT,	Chittenden,	Cold,	6,	A
VT,	Essex,	Cold,	6,	A
VT,	Franklin,	Cold,	6,	A
VT,	Grand Isle,	Cold,	6,	A
VT,	Lamoille,	Cold,	6,	A
VT,	Orange,	Cold,	6,	A
VT,	Orleans,	Cold,	6,	A
VT,	Rutland,	Cold,	6,	A
VT,	Washington,	Cold,	6,	A
VT,	Windham,	Cold,	6,	A
VT,	Windsor,	Cold,	6,	A
VA,	Accomack,	Mixed-Humid,	4,	A
VA,	Albemarle,	Mixed-Humid,	4,	A
VA,	Alexandria (city),	Mixed-Humid,	4,	A
VA,	Alleghany,	Mixed-Humid,	4,	A
VA,	Amelia,	Mixed-Humid,	4,	A
VA,	Amherst,	Mixed-Humid,	4,	A
VA,	Appomattox,	Mixed-Humid,	4,	A
VA,	Arlington,	Mixed-Humid,	4,	A
VA,	Augusta,	Mixed-Humid,	4,	A
VA,	Bath,	Mixed-Humid,	4,	A
VA,	Bedford,	Mixed-Humid,	4,	A
VA,	Bedford (city),	Mixed-Humid,	4,	A
VA,	Bland,	Mixed-Humid,	4,	A
VA,	Botetourt,	Mixed-Humid,	4,	A
VA,	Bristol (city),	Mixed-Humid,	4,	A
VA,	Brunswick,	Mixed-Humid,	4,	A
VA,	Buchanan,	Mixed-Humid,	4,	A
VA,	Buckingham,	Mixed-Humid,	4,	A
VA,	Buena Vista (city),	Mixed-Humid,	4,	A
VA,	Campbell,	Mixed-Humid,	4,	A
VA,	Caroline,	Mixed-Humid,	4,	A
VA,	Carroll,	Mixed-Humid,	4,	A
VA,	Charles City,	Mixed-Humid,	4,	A
VA,	Charlotte,	Mixed-Humid,	4,	A
VA,	Charlottesville (city),	Mixed-Humid,	4,	A
VA,	Chesapeake (city),	Mixed-Humid,	4,	A
VA,	Chesterfield,	Mixed-Humid,	4,	A
VA,	Clarke,	Mixed-Humid,	4,	A
VA,	Clifton Forge (city),	Mixed-Humid,	4,	A
VA,	Colonial Heights (city),	Mixed-Humid,	4,	A
VA,	Covington (city),	Mixed-Humid,	4,	A
VA,	Craig,	Mixed-Humid,	4,	A
VA,	Culpeper,	Mixed-Humid,	4,	A
VA,	Cumberland,	Mixed-Humid,	4,	A
VA,	Danville (city),	Mixed-Humid,	4,	A
VA,	Dickenson,	Mixed-Humid,	4,	A
VA,	Dinwiddie,	Mixed-Humid,	4,	A
VA,	Emporia (city),	Mixed-Humid,	4,	A
VA,	Essex,	Mixed-Humid,	4,	A
VA,	Fairfax,	Mixed-Humid,	4,	A
VA,	Fairfax (city),	Mixed-Humid,	4,	A
VA,	Falls Church (city),	Mixed-Humid,	4,	A
VA,	Fauquier,	Mixed-Humid,	4,	A
VA,	Floyd,	Mixed-Humid,	4,	A
VA,	Fluvanna,	Mixed-Humid,	4,	A
VA,	Franklin,	Mixed-Humid,	4,	A
VA,	Franklin (city),	Mixed-Humid,	4,	A
VA,	Frederick,	Mixed-Humid,	4,	A
VA,	Fredericksburg (city),	Mixed-Humid,	4,	A
VA,	Galax (city),	Mixed-Humid,	4,	A
VA,	Giles,	Mixed-Humid,	4,	A
VA,	Gloucester,	Mixed-Humid,	4,	A
VA,	Goochland,	Mixed-Humid,	4,	A
VA,	Grayson,	Mixed-Humid,	4,	A
VA,	Greene,	Mixed-Humid,	4,	A
VA,	Greensville,	Mixed-Humid,	4,	A
VA,	Halifax,	Mixed-Humid,	4,	A
VA,	Hampton (city),	Mixed-Humid,	4,	A
VA,	Hanover,	Mixed-Humid,	4,	A
VA,	Harrisonburg (city),	Mixed-Humid,	4,	A
VA,	Henrico,	Mixed-Humid,	4,	A
VA,	Henry,	Mixed-Humid,	4,	A
VA,	Highland,	Mixed-Humid,	4,	A
VA,	Hopewell (city),	Mixed-Humid,	4,	A
VA,	Isle of Wight,	Mixed-Humid,	4,	A
VA,	James City,	Mixed-Humid,	4,	A
VA,	King and Queen,	Mixed-Humid,	4,	A
VA,	King George,	Mixed-Humid,	4,	A
VA,	King William,	Mixed-Humid,	4,	A
VA,	Lancaster,	Mixed-Humid,	4,	A
VA,	Lee,	Mixed-Humid,	4,	A
VA,	Lexington (city),	Mixed-Humid,	4,	A
VA,	Loudoun,	Mixed-Humid,	4,	A
VA,	Louisa,	Mixed-Humid,	4,	A
VA,	Lunenburg,	Mixed-Humid,	4,	A
VA,	Lynchburg (city),	Mixed-Humid,	4,	A
VA,	Madison,	Mixed-Humid,	4,	A
VA,	Manassas (city),	Mixed-Humid,	4,	A
VA,	Manassas Park (city),	Mixed-Humid,	4,	A
VA,	Martinsville (city),	Mixed-Humid,	4,	A
VA,	Mathews,	Mixed-Humid,	4,	A
VA,	Stafford,	Mixed-Humid,	4,	A
VA,	Staunton (city),	Mixed-Humid,	4,	A
VA,	Suffolk (city),	Mixed-Humid,	4,	A
VA,	Surry,	Mixed-Humid,	4,	A
VA,	Sussex,	Mixed-Humid,	4,	A
VA,	Tazewell,	Mixed-Humid,	4,	A
VA,	Virginia Beach (city),	Mixed-Humid,	4,	A
VA,	Warren,	Mixed-Humid,	4,	A
VA,	Washington,	Mixed-Humid,	4,	A
VA,	Waynesboro (city),	Mixed-Humid,	4,	A
VA,	Westmoreland,	Mixed-Humid,	4,	A
VA,	Williamsburg (city),	Mixed-Humid,	4,	A
VA,	Winchester (city),	Mixed-Humid,	4,	A
VA,	Wise,	Mixed-Humid,	4,	A
VA,	Wythe,	Mixed-Humid,	4,	A
VA,	York,	Mixed-Humid,	4,	A
WA,	Adams,	Cold,	5,	B
WA,	Asotin,	Cold,	5,	B
WA,	Benton,	Cold,	5,	B
WA,	Chelan,	Cold,	5,	B
WA,	Clallam,	Marine,	4,	C
WA,	Clark,	Marine,	4,	C
WA,	Columbia,	Cold,	5,	B
WA,	Cowlitz,	Marine,	4,	C
WA,	Douglas,	Cold,	5,	B
WA,	Ferry,	Cold,	6,	B
WA,	Franklin,	Cold,	5,	B
WA,	Garfield,	Cold,	5,	B
WA,	Grant,	Cold,	5,	B
WA,	Grays Harbor,	Marine,	4,	C
WA,	Island,	Cold,	4,	C
WA,	Jefferson,	Marine,	4,	C
WA,	King,	Marine,	4,	C
WA,	Kitsap,	Marine,	4,	C
WA,	Kittitas,	Cold,	5,	B
WA,	Klickitat,	Cold,	5,	B
WA,	Lewis,	Marine,	4,	C
WA,	Lincoln,	Cold,	5,	B
VA,	Mecklenburg,	Mixed-Humid,	4,	A
VA,	Middlesex,	Mixed-Humid,	4,	A
VA,	Montgomery,	Mixed-Humid,	4,	A
VA,	Nelson,	Mixed-Humid,	4,	A
VA,	New Kent,	Mixed-Humid,	4,	A
VA,	Newport News (city),	Mixed-Humid,	4,	A
VA,	Norfolk (city),	Mixed-Humid,	4,	A
VA,	Northampton,	Mixed-Humid,	4,	A
VA,	Northumberland,	Mixed-Humid,	4,	A
VA,	Norton (city),	Mixed-Humid,	4,	A
VA,	Nottoway,	Mixed-Humid,	4,	A
VA,	Orange,	Mixed-Humid,	4,	A
VA,	Page,	Mixed-Humid,	4,	A
VA,	Patrick,	Mixed-Humid,	4,	A
VA,	Petersburg (city),	Mixed-Humid,	4,	A
VA,	Pittsylvania,	Mixed-Humid,	4,	A
VA,	Poquoson (city),	Mixed-Humid,	4,	A
VA,	Portsmouth (city),	Mixed-Humid,	4,	A
VA,	Powhatan,	Mixed-Humid,	4,	A
VA,	Prince Edward,	Mixed-Humid,	4,	A
VA,	Prince George,	Mixed-Humid,	4,	A
VA,	Prince William,	Mixed-Humid,	4,	A
VA,	Pulaski,	Mixed-Humid,	4,	A
VA,	Radford (city),	Mixed-Humid,	4,	A
VA,	Rappahannock,	Mixed-Humid,	4,	A
VA,	Richmond,	Mixed-Humid,	4,	A
VA,	Richmond (city),	Mixed-Humid,	4,	A
VA,	Roanoke,	Mixed-Humid,	4,	A
VA,	Roanoke (city),	Mixed-Humid,	4,	A
VA,	Rockbridge,	Mixed-Humid,	4,	A
VA,	Rockingham,	Mixed-Humid,	4,	A
VA,	Russell,	Mixed-Humid,	4,	A
VA,	Salem (city),	Mixed-Humid,	4,	A
VA,	Scott,	Mixed-Humid,	4,	A
VA,	Shenandoah,	Mixed-Humid,	4,	A
VA,	Smyth,	Mixed-Humid,	4,	A
VA,	Southampton,	Mixed-Humid,	4,	A
VA,	Spotsylvania,	Mixed-Humid,	4,	A
WA,	Mason,	Marine,	4,	C
WA,	Okanogan,	Cold,	6,	B
WA,	Pacific,	Marine,	4,	C
WA,	Pend Oreille,	Cold,	6,	B
WA,	Pierce,	Marine,	4,	C
WA,	San Juan,	Cold,	4,	C
WA,	Skagit,	Marine,	4,	C
WA,	Skamania,	Cold,	5,	B
WA,	Snohomish,	Marine,	4,	C
WA,	Spokane,	Cold,	5,	B
WA,	Stevens,	Cold,	5,	B
WA,	Thurston,	Marine,	4,	C
WA,	Wahkiakum,	Marine,	4,	C
WA,	Walla Walla,	Cold,	5,	B
WA,	Whatcom,	Marine,	4,	C
WA,	Whitman,	Cold,	5,	B
WA,	Yakima,	Cold,	5,	C
WV,	Barbour,	Cold,	5,	A
WV,	Berkeley,	Mixed-Humid,	4,	A
WV,	Boone,	Mixed-Humid,	4,	A
WV,	Braxton,	Mixed-Humid,	4,	A
WV,	Brooke,	Cold,	5,	A
WV,	Cabell,	Mixed-Humid,	4,	A
WV,	Calhoun,	Mixed-Humid,	4,	A
WV,	Clay,	Mixed-Humid,	4,	A
WV,	Doddridge,	Cold,	5,	A
WV,	Fayette,	Cold,	5,	A
WV,	Gilmer,	Mixed-Humid,	4,	A
WV,	Grant,	Cold,	5,	A
WV,	Greenbrier,	Cold,	5,	A
WV,	Hampshire,	Cold,	5,	A
WV,	Hancock,	Cold,	5,	A
WV,	Hardy,	Cold,	5,	A
WV,	Harrison,	Cold,	5,	A
WV,	Jackson,	Mixed-Humid,	4,	A
WV,	Jefferson,	Mixed-Humid,	4,	A
WV,	Kanawha,	Mixed-Humid,	4,	A
WV,	Lewis,	Cold,	5,	A
WV,	Lincoln,	Mixed-Humid,	4,	A
WV,	Logan,	Mixed-Humid,	4,	A
WV,	Marion,	Cold,	5,	A
WV,	Marshall,	Cold,	5,	A
WV,	Mason,	Mixed-Humid,	4,	A
WV,	McDowell,	Mixed-Humid,	4,	A
WV,	Mercer,	Mixed-Humid,	4,	A
WV,	Mineral,	Cold,	5,	A
WV,	Mingo,	Mixed-Humid,	4,	A
WV,	Monongalia,	Cold,	5,	A
WV,	Monroe,	Mixed-Humid,	4,	A
WV,	Morgan,	Mixed-Humid,	4,	A
WV,	Nicholas,	Cold,	5,	A
WV,	Ohio,	Cold,	5,	A
WV,	Pendleton,	Cold,	5,	A
WV,	Pleasants,	Mixed-Humid,	4,	A
WV,	Pocahontas,	Cold,	5,	A
WV,	Preston,	Cold,	5,	A
WV,	Putnam,	Mixed-Humid,	4,	A
WV,	Raleigh,	Cold,	5,	A
WV,	Randolph,	Cold,	5,	A
WV,	Ritchie,	Mixed-Humid,	4,	A
WV,	Roane,	Mixed-Humid,	4,	A
WV,	Summers,	Cold,	5,	A
WV,	Taylor,	Cold,	5,	A
WV,	Tucker,	Cold,	5,	A
WV,	Tyler,	Mixed-Humid,	4,	A
WV,	Upshur,	Cold,	5,	A
WV,	Wayne,	Mixed-Humid,	4,	A
WV,	Webster,	Cold,	5,	A
WV,	Wetzel,	Cold,	5,	A
